shipment_id,order_id,vendor_id,origin,destination,ship_date,promised_date,actual_date,status,sku,quantity,cost_inr,weight_kg,distance_km,delay_days,lateness_flag,exception_note,vendor_reliability_sim,delay_probability_sim
SHP102563,ORD202563,V011,Warangal,Delhi,2025-11-22,2025-11-26,2025-11-26,delivered_on_time,SKU0293,4,1253.62,433.88104252275514,589.706913107524,0,1,festival rush,0.686,0.57
SHP102564,ORD202564,V041,Shimla,Warangal,2025-11-24,2025-11-26,2025-11-26,delivered_on_time,SKU0159,1,2687.39,775.4894290039083,1703.805229222991,0,0,,0.74,0.408
SHP102565,ORD202565,V036,Tiruchirappalli,Ahmedabad,2024-12-15,2024-12-19,2024-12-19,delivered_on_time,SKU0330,4,921.61,288.39784261441076,426.41362629340415,0,0,,0.703,0.556
SHP102566,ORD202566,V036,Hyderabad,Indore,2025-10-23,2025-10-26,2025-10-31,delivered_delayed,SKU0490,3,2241.78,635.6400482133581,738.1640967919312,5,1,staffing shortage,0.6,0.628
SHP102567,ORD202567,V037,Aurangabad,Nagpur,2025-04-24,2025-05-01,2025-05-05,delivered_delayed,SKU0385,4,3696.38,1352.4690157442733,2862.0318512461254,4,1,staffing shortage,0.664,0.471
SHP102568,ORD202568,V031,Thane,Delhi,2025-01-14,2025-01-16,2025-01-16,delivered_on_time,SKU0062,4,1813.65,682.3964933862181,847.4517773669864,0,0,,0.741,0.505
SHP102569,ORD202569,V043,Kolhapur,Kanpur,2025-03-28,2025-03-31,2025-03-31,delivered_on_time,SKU0493,2,3261.89,1049.0313421197473,2059.2865396815396,0,0,,0.708,0.459
SHP102570,ORD202570,V002,Ludhiana,Indore,2025-07-15,2025-07-17,2025-07-17,delivered_on_time,SKU0126,4,186.4,100.0,200.0,0,0,,0.709,0.459
SHP102571,ORD202571,V046,Dhanbad,Jodhpur,2025-11-09,2025-11-15,2025-11-18,delivered_delayed,SKU0044,4,3068.58,800.6040678441899,1824.3365734285276,3,1,festival rush,0.626,0.572
SHP102572,ORD202572,V026,Dhanbad,Bengaluru,2025-07-18,2025-07-26,2025-08-02,delivered_delayed,SKU0252,6,4739.28,1508.7474227817197,2275.789355870642,9,1,monsoon disruption,0.607,0.632
SHP102573,ORD202573,V002,Rajkot,Jodhpur,2025-04-22,2025-05-01,2025-04-30,delivered_early,SKU0093,5,3260.55,1078.6652667952271,1723.7500189441291,0,0,,0.675,0.451
SHP102574,ORD202574,V027,Delhi,Kolhapur,2025-08-20,2025-08-27,2025-08-31,delivered_delayed,SKU0163,4,828.27,384.62621467536985,308.57114289390074,5,1,monsoon disruption,0.53,0.722
SHP102575,ORD202575,V017,Hyderabad,Surat,2025-12-02,2025-12-08,2025-12-10,delivered_delayed,SKU0051,2,1780.46,494.4960261311733,1244.567850537249,1,1,vehicle breakdown,0.677,0.486
SHP102576,ORD202576,V019,Jaipur,Nagpur,2025-11-01,2025-11-03,2025-11-03,delivered_on_time,SKU0131,5,3026.17,1230.2657950631067,1255.314024247955,0,0,,0.533,0.6
SHP102577,ORD202577,V050,Hyderabad,Lucknow,2025-01-25,2025-01-27,2025-01-27,delivered_on_time,SKU0158,2,169.07,100.0,200.0,0,0,,0.743,0.369
SHP102578,ORD202578,V027,Jamshedpur,Lucknow,2025-09-25,2025-10-01,2025-10-01,delivered_on_time,SKU0031,2,4920.87,1709.3387631881687,2509.144963448176,0,0,,0.612,0.62
SHP102579,ORD202579,V040,Meerut,Kanpur,2025-10-27,2025-10-31,2025-10-31,delivered_on_time,SKU0014,1,1080.22,455.0581843051966,528.504142803002,0,0,,0.704,0.445
SHP102580,ORD202580,V046,Chennai,Meerut,2025-02-23,2025-02-28,2025-03-02,delivered_delayed,SKU0200,3,383.38,134.92622313773427,200.0,1,1,route diversion,0.66,0.531
SHP102581,ORD202581,V021,Jaipur,Amritsar,2025-03-22,2025-03-28,2025-03-29,delivered_delayed,SKU0458,1,217.68,100.0,200.0,1,1,festival rush,0.767,0.352
SHP102582,ORD202582,V017,Kochi,Ahmedabad,2025-05-25,2025-05-28,2025-05-28,delivered_on_time,SKU0027,1,3546.51,1172.7503536433373,2110.2724981684023,0,0,,0.634,0.503
SHP102583,ORD202583,V013,Patna,Shimla,2025-07-12,2025-07-15,2025-07-15,delivered_on_time,SKU0306,3,4288.4,1691.8243064348687,2282.30672310303,0,0,,0.696,0.512
SHP102584,ORD202584,V038,Patna,Thane,2025-04-05,2025-04-09,2025-04-14,delivered_delayed,SKU0261,2,3577.84,1388.76290750823,1645.9663094132588,4,1,customs delay,0.566,0.617
SHP102585,ORD202585,V008,Ludhiana,Chennai,2025-06-15,2025-06-24,2025-06-27,delivered_delayed,SKU0163,7,4698.14,1419.070692092794,2849.0817044547384,3,1,vehicle breakdown,0.57,0.631
SHP102586,ORD202586,V036,Guwahati,Kolkata,2025-08-19,2025-08-23,2025-08-23,delivered_on_time,SKU0248,4,398.5,106.5473329809529,200.0,0,1,hub congestion,0.67,0.533
SHP102587,ORD202587,V002,Guwahati,Tiruchirappalli,2025-08-30,2025-09-03,2025-09-03,delivered_on_time,SKU0120,3,3935.19,1271.7916312763493,2585.574026617897,0,0,,0.764,0.359
SHP102588,ORD202588,V002,Ludhiana,Dehradun,2025-05-05,2025-05-14,2025-05-14,delivered_on_time,SKU0494,5,4514.63,1324.2827614673395,2307.5271281668947,0,0,,0.72,0.451
SHP102589,ORD202589,V038,Jamshedpur,Pune,2025-05-20,2025-05-25,2025-05-30,delivered_delayed,SKU0127,3,4740.91,1565.245118781349,2953.4833539040214,5,1,missing documentation,0.57,0.658
SHP102590,ORD202590,V049,Jalandhar,Mangalore,2025-04-26,2025-04-30,2025-05-02,delivered_delayed,SKU0403,2,793.48,313.5874538887919,387.708584757985,1,1,vehicle breakdown,0.548,0.606
SHP102591,ORD202591,V020,Dehradun,Guwahati,2025-11-19,2025-11-21,2025-11-23,delivered_delayed,SKU0229,1,2165.54,672.3314153588343,1098.2607967036947,2,1,festival rush,0.766,0.364
SHP102592,ORD202592,V041,Thane,Indore,2025-08-22,2025-08-26,2025-08-28,delivered_delayed,SKU0401,5,238.23,100.0,200.0,2,1,monsoon disruption,0.713,0.449
SHP102593,ORD202593,V010,Vijayawada,Jalandhar,2025-09-02,2025-09-07,2025-09-12,delivered_delayed,SKU0087,3,2073.65,697.2326088684382,1491.7682891039287,6,1,hub congestion,0.772,0.445
SHP102594,ORD202594,V035,Amritsar,Dehradun,2025-06-06,2025-06-14,2025-06-17,delivered_delayed,SKU0232,3,197.76,100.0,200.0,4,1,monsoon disruption,0.648,0.5
SHP102595,ORD202595,V001,Noida,Siliguri,2025-05-16,2025-05-18,2025-05-18,delivered_on_time,SKU0149,3,3157.71,697.8187540591736,1855.8286758955633,0,0,,0.733,0.391
SHP102596,ORD202596,V042,Lucknow,Mumbai,2025-11-23,2025-11-26,2025-11-26,delivered_on_time,SKU0031,4,3626.65,1098.8688521328054,2027.0374762135668,0,0,,0.718,0.407
SHP102597,ORD202597,V031,Ludhiana,Rourkela,2025-09-21,2025-09-26,2025-09-26,delivered_on_time,SKU0129,3,2142.06,736.6491172942083,962.4385488542465,0,0,,0.687,0.436
SHP102598,ORD202598,V044,Kochi,Varanasi,2025-09-21,2025-09-25,2025-09-25,delivered_on_time,SKU0432,4,2839.2,1116.7632086543572,1503.4216280946544,0,0,,0.615,0.485
SHP102599,ORD202599,V041,Indore,Raipur,2025-07-21,2025-07-31,2025-08-02,delivered_delayed,SKU0431,1,1602.42,494.7282840033553,654.9011726579957,2,1,weather disruption,0.762,0.435
SHP102600,ORD202600,V033,Agra,Bengaluru,2024-12-18,2024-12-20,2024-12-24,delivered_delayed,SKU0083,2,1732.42,414.9244613832802,931.3112484038178,3,1,weather disruption,0.692,0.463
SHP102601,ORD202601,V020,Hyderabad,Guwahati,2024-12-17,2024-12-25,2024-12-25,delivered_on_time,SKU0358,6,2947.48,1073.8226879711467,1603.4440521381096,0,0,,0.76,0.442
SHP102602,ORD202602,V008,Surat,Durgapur,2025-09-04,2025-09-06,2025-09-10,delivered_delayed,SKU0285,2,3234.31,975.3553869432021,982.9568950498013,5,1,hub congestion,0.562,0.727
SHP102603,ORD202603,V028,Indore,Siliguri,2025-09-06,2025-09-08,2025-09-13,delivered_delayed,SKU0259,1,4347.32,1190.5135836468312,2190.500913051129,6,1,monsoon disruption,0.586,0.664
SHP102604,ORD202604,V021,Jamshedpur,Rajkot,2025-06-08,2025-06-13,2025-06-13,delivered_on_time,SKU0326,3,1417.46,428.23743586152136,767.5368574462843,0,1,hub congestion,0.742,0.445
SHP102605,ORD202605,V017,Bikaner,Warangal,2025-05-09,2025-05-15,2025-05-21,delivered_delayed,SKU0232,4,348.27,112.87676768445986,200.0,6,1,vendor capacity issue,0.601,0.544
SHP102606,ORD202606,V016,Mangalore,Meerut,2025-10-18,2025-10-23,2025-10-30,delivered_delayed,SKU0175,2,3071.91,931.0839408779209,1645.9443808571887,8,1,festival rush,0.642,0.584
SHP102607,ORD202607,V014,Noida,Rourkela,2025-11-06,2025-11-14,2025-11-15,delivered_delayed,SKU0169,4,1850.47,412.7566422493277,676.9533240336441,1,1,festival rush,0.678,0.484
SHP102608,ORD202608,V002,Salem,Surat,2025-04-10,2025-04-12,2025-04-12,delivered_on_time,SKU0331,2,890.03,336.5974580274394,375.96074921222026,0,0,,0.709,0.467
SHP102609,ORD202609,V001,Raipur,Gurgaon,2025-03-31,2025-04-06,2025-04-06,delivered_on_time,SKU0003,3,3363.42,1335.5370105668842,2029.8031716748833,0,1,festival rush,0.743,0.342
SHP102610,ORD202610,V001,Jamshedpur,Kanpur,2025-09-11,2025-09-20,2025-09-20,delivered_on_time,SKU0212,2,1845.21,675.1797446819785,922.7104843166244,0,0,,0.759,0.426
SHP102611,ORD202611,V036,Salem,Jabalpur,2025-07-08,2025-07-13,2025-07-13,delivered_on_time,SKU0251,3,4600.54,1271.814911622524,2456.6326848698486,0,1,monsoon disruption,0.631,0.485
SHP102612,ORD202612,V049,Mysore,Jalandhar,2025-05-28,2025-06-03,2025-06-03,delivered_on_time,SKU0042,1,1292.77,417.89922281626673,575.7323839070771,0,0,,0.557,0.638
SHP102613,ORD202613,V042,Tiruchirappalli,Kolkata,2025-09-21,2025-09-28,2025-10-06,delivered_delayed,SKU0276,1,3613.93,1203.4649544959734,1814.0100035540927,10,1,monsoon disruption,0.711,0.514
SHP102614,ORD202614,V043,Jodhpur,Salem,2025-05-30,2025-06-04,2025-06-04,delivered_on_time,SKU0064,3,1917.27,696.4925259637681,517.2771107392188,0,0,,0.668,0.518
SHP102615,ORD202615,V023,Kochi,Rourkela,2025-03-30,2025-04-01,2025-04-03,delivered_delayed,SKU0184,3,2486.28,911.8440795144996,1453.4822562256784,2,1,hub congestion,0.702,0.481
SHP102616,ORD202616,V025,Kanpur,Warangal,2025-04-08,2025-04-11,2025-04-11,delivered_on_time,SKU0005,3,3521.04,1044.4272343774485,2397.1003843265207,0,0,,0.709,0.468
SHP102617,ORD202617,V008,Noida,Vijayawada,2025-01-08,2025-01-12,2025-01-12,delivered_on_time,SKU0480,5,2826.26,953.6737047301361,1112.1283501356631,0,0,,0.629,0.554
SHP102618,ORD202618,V013,Jodhpur,Mumbai,2025-07-17,2025-07-21,2025-07-20,delivered_early,SKU0114,4,1693.16,603.0991111605837,687.36671533963,0,0,,0.73,0.467
SHP102619,ORD202619,V048,Delhi,Shimla,2025-04-05,2025-04-10,2025-04-10,delivered_on_time,SKU0144,6,365.96,148.6253035173082,200.0,0,0,,0.631,0.635
SHP102620,ORD202620,V044,Warangal,Varanasi,2025-01-15,2025-01-21,2025-01-21,delivered_on_time,SKU0099,9,3260.86,1201.8181931059758,2111.041402324183,0,0,,0.661,0.565
SHP102621,ORD202621,V006,Rourkela,Tiruchirappalli,2025-09-01,2025-09-05,2025-09-05,delivered_on_time,SKU0156,2,4507.94,1680.4976768310464,2253.0245419076728,0,0,,0.598,0.502
SHP102622,ORD202622,V046,Bhopal,Patna,2025-07-28,2025-08-01,2025-08-04,delivered_delayed,SKU0253,4,4851.43,1637.4772842101004,1829.3199674289594,4,1,hub congestion,0.656,0.489
SHP102623,ORD202623,V003,Ludhiana,Thane,2024-12-25,2024-12-28,2024-12-29,delivered_delayed,SKU0464,3,4226.76,1707.003614829018,2025.2025008868504,0,1,customs delay,0.665,0.45
SHP102624,ORD202624,V001,Nagpur,Tiruchirappalli,2025-05-05,2025-05-07,2025-05-07,delivered_on_time,SKU0203,1,1304.07,461.4079684663451,517.72464720278,0,0,,0.717,0.462
SHP102625,ORD202625,V008,Ludhiana,Dhanbad,2025-05-05,2025-05-12,2025-05-17,delivered_delayed,SKU0257,5,1409.91,409.2671772283591,610.6536923221383,5,1,weather disruption,0.616,0.567
SHP102626,ORD202626,V011,Jalandhar,Nagpur,2025-04-12,2025-04-17,2025-04-22,delivered_delayed,SKU0338,3,4230.88,1707.1678302934965,1986.8038594414218,4,1,vehicle breakdown,0.73,0.442
SHP102627,ORD202627,V005,Dhanbad,Surat,2025-10-05,2025-10-11,2025-10-14,delivered_delayed,SKU0382,5,3307.64,1217.9673056857162,1346.4328818948463,3,1,staffing shortage,0.657,0.573
SHP102628,ORD202628,V005,Surat,Ludhiana,2025-12-02,2025-12-10,2025-12-13,delivered_delayed,SKU0478,3,1553.55,483.4354480487923,655.9234562208604,2,1,missing documentation,0.635,0.499
SHP102629,ORD202629,V034,Jabalpur,Ludhiana,2025-08-02,2025-08-04,2025-08-12,delivered_delayed,SKU0099,2,3781.39,1169.8058377336422,1918.879212310039,10,1,weather disruption,0.685,0.506
SHP102630,ORD202630,V044,Delhi,Warangal,2025-04-21,2025-04-24,2025-04-26,delivered_delayed,SKU0348,6,1759.9,612.7304984279946,917.7941525780311,2,1,route diversion,0.664,0.588
SHP102631,ORD202631,V044,Jalandhar,Noida,2025-05-07,2025-05-11,2025-05-11,delivered_on_time,SKU0002,7,1831.8,653.0230953985581,655.0552824506752,0,0,,0.664,0.5
SHP102632,ORD202632,V028,Tiruchirappalli,Salem,2025-07-31,2025-08-02,2025-08-07,delivered_delayed,SKU0483,4,4434.68,1521.9730698941364,2393.122609717771,6,1,monsoon disruption,0.562,0.59
SHP102633,ORD202633,V021,Amritsar,Guwahati,2025-07-19,2025-07-22,2025-07-25,delivered_delayed,SKU0141,1,858.38,299.48772362216187,396.40556105652706,3,1,vehicle breakdown,0.699,0.408
SHP102634,ORD202634,V044,Aurangabad,Noida,2025-06-28,2025-07-02,2025-07-02,delivered_on_time,SKU0254,4,3278.93,1371.6787283776532,1875.6337117422354,0,0,,0.647,0.392
SHP102635,ORD202635,V024,Aurangabad,Shimla,2025-08-20,2025-08-22,2025-08-22,delivered_on_time,SKU0023,2,1648.59,637.8567662671455,952.9670407630798,0,0,,0.669,0.539
SHP102636,ORD202636,V047,Bhopal,Chennai,2025-03-03,2025-03-12,2025-03-12,delivered_on_time,SKU0143,2,565.81,193.9965095280165,252.09431544038236,0,0,,0.652,0.486
SHP102637,ORD202637,V027,Kolhapur,Jodhpur,2025-05-06,2025-05-13,2025-05-19,delivered_delayed,SKU0162,3,2199.53,836.6987097524418,1234.8486277466816,6,1,missing documentation,0.553,0.601
SHP102638,ORD202638,V026,Nagpur,Varanasi,2025-07-30,2025-08-08,2025-08-13,delivered_delayed,SKU0042,1,4332.28,1220.4342004946188,1803.5472088333552,6,1,monsoon disruption,0.631,0.523
SHP102639,ORD202639,V037,Delhi,Bikaner,2025-11-17,2025-11-21,2025-11-21,delivered_on_time,SKU0116,1,3207.12,1132.8499900212703,2028.1063786960315,0,0,,0.58,0.683
SHP102640,ORD202640,V045,Amritsar,Kolkata,2024-12-29,2025-01-03,2025-01-05,delivered_delayed,SKU0470,1,4507.78,1910.391082193329,1893.6569816503243,1,1,customs delay,0.653,0.522
SHP102641,ORD202641,V013,Lucknow,Varanasi,2025-11-20,2025-11-25,2025-11-25,delivered_on_time,SKU0160,7,4226.02,1362.6000175910294,2262.0826901043592,0,0,,0.679,0.424
SHP102642,ORD202642,V005,Siliguri,Tiruchirappalli,2025-09-18,2025-09-24,2025-09-24,delivered_on_time,SKU0050,1,2279.7,663.2824466463536,1097.0807432954434,0,0,,0.597,0.534
SHP102643,ORD202643,V002,Gurgaon,Amritsar,2025-09-02,2025-09-08,2025-09-08,delivered_on_time,SKU0414,2,3409.79,1025.4223580948799,1358.155325429777,0,0,,0.71,0.435
SHP102644,ORD202644,V002,Dhanbad,Tiruchirappalli,2025-08-22,2025-08-29,2025-09-03,delivered_delayed,SKU0479,2,3345.24,932.8257989080374,1973.9979442954686,6,1,vehicle breakdown,0.642,0.46
SHP102645,ORD202645,V022,Vadodara,Patna,2025-01-05,2025-01-09,2025-01-09,delivered_on_time,SKU0056,2,4589.28,1349.6853935133847,2012.7977172203812,0,0,,0.653,0.453
SHP102646,ORD202646,V031,Patna,Varanasi,2025-07-08,2025-07-10,2025-07-10,delivered_on_time,SKU0427,3,3402.17,1071.0300897776647,1122.6915482475754,0,0,,0.71,0.446
SHP102647,ORD202647,V004,Rajkot,Kolhapur,2025-09-16,2025-09-24,2025-09-26,delivered_delayed,SKU0407,3,1702.91,447.95896003519164,360.67406237275304,2,1,monsoon disruption,0.673,0.513
SHP102648,ORD202648,V016,Kolkata,Rourkela,2025-01-26,2025-01-31,2025-02-06,delivered_delayed,SKU0318,3,3162.44,1056.6162688674458,1304.4923656553208,5,1,vehicle breakdown,0.701,0.517
SHP102649,ORD202649,V029,Bikaner,Pune,2025-03-12,2025-03-18,2025-03-21,delivered_delayed,SKU0321,7,4755.31,1799.6337166973024,3000.0,3,1,festival rush,0.629,0.561
SHP102650,ORD202650,V029,Dhanbad,Ahmedabad,2025-03-05,2025-03-13,2025-03-13,delivered_on_time,SKU0044,4,449.03,129.29617878809808,280.9912304063168,0,0,,0.561,0.614
SHP102651,ORD202651,V004,Bengaluru,Mysore,2025-01-20,2025-01-22,2025-01-22,delivered_on_time,SKU0161,6,1396.65,571.6453945977138,597.9619541361319,0,0,,0.667,0.497
SHP102652,ORD202652,V045,Kolkata,Jaipur,2025-09-11,2025-09-15,2025-09-15,delivered_on_time,SKU0032,3,1465.91,526.0754281913411,678.0632795990101,0,0,,0.617,0.533
SHP102653,ORD202653,V029,Chennai,Meerut,2025-05-27,2025-05-30,2025-05-30,delivered_on_time,SKU0313,3,883.84,340.1567505732317,400.8291227300565,0,0,,0.589,0.559
SHP102654,ORD202654,V041,Amritsar,Kolkata,2025-06-14,2025-06-16,2025-06-16,delivered_on_time,SKU0053,2,1246.27,374.4313598618682,456.9533520090566,0,0,,0.766,0.442
SHP102655,ORD202655,V044,Chennai,Dehradun,2025-11-25,2025-12-02,2025-12-07,delivered_delayed,SKU0027,2,284.26,106.89870038563114,200.0,5,1,festival rush,0.641,0.577
SHP102656,ORD202656,V019,Kochi,Guwahati,2025-06-09,2025-06-19,2025-06-23,delivered_delayed,SKU0050,3,246.77,100.0,200.0,5,1,vehicle breakdown,0.607,0.501
SHP102657,ORD202657,V015,Raipur,Jamshedpur,2024-12-10,2024-12-12,2024-12-12,delivered_on_time,SKU0320,6,4642.66,1754.2091564450145,2555.2680064938286,0,0,,0.686,0.462
SHP102658,ORD202658,V001,Noida,Kochi,2025-06-16,2025-06-20,2025-06-23,delivered_delayed,SKU0238,5,1275.47,436.11546280298944,672.5666646389117,4,1,monsoon disruption,0.745,0.361
SHP102659,ORD202659,V028,Rourkela,Siliguri,2025-04-04,2025-04-06,,in_transit,SKU0052,5,1983.8,716.1436551769574,727.0336151787187,6,1,weather disruption,0.539,0.645
SHP102660,ORD202660,V042,Jamshedpur,Delhi,2024-12-26,2025-01-05,2025-01-05,delivered_on_time,SKU0233,2,1592.17,437.13601017144737,812.1186636288479,0,0,,0.678,0.54
SHP102661,ORD202661,V034,Rajkot,Raipur,2024-12-30,2025-01-01,2025-01-05,delivered_delayed,SKU0099,3,152.23,100.0,200.0,3,1,vendor capacity issue,0.676,0.518
SHP102662,ORD202662,V007,Mumbai,Rourkela,2025-01-06,2025-01-09,2025-01-12,delivered_delayed,SKU0366,5,3394.8,1232.9735177663297,1983.514657629126,2,1,vehicle breakdown,0.634,0.571
SHP102663,ORD202663,V038,Nagpur,Dhanbad,2025-09-28,2025-10-06,2025-10-08,delivered_delayed,SKU0065,3,4824.23,1379.324222045741,2536.857479338314,2,1,vehicle breakdown,0.595,0.578
SHP102664,ORD202664,V023,Guwahati,Faridabad,2025-03-25,2025-03-31,2025-03-31,delivered_on_time,SKU0372,2,2707.0,965.0283049689497,989.3455752165759,0,0,,0.714,0.431
SHP102665,ORD202665,V040,Jodhpur,Kanpur,2025-09-14,2025-09-16,2025-09-16,delivered_on_time,SKU0125,3,3871.62,1025.8880962876192,2561.628551688959,0,0,,0.752,0.419
SHP102666,ORD202666,V009,Bengaluru,Kolkata,2025-04-14,2025-04-17,2025-04-17,delivered_on_time,SKU0066,7,222.98,100.0,200.0,0,0,,0.607,0.533
SHP102667,ORD202667,V020,Dhanbad,Amritsar,2025-07-24,2025-07-28,2025-07-28,delivered_on_time,SKU0263,5,3331.97,905.3201312112051,1842.6814290070206,0,0,,0.716,0.432
SHP102668,ORD202668,V042,Bikaner,Varanasi,2025-03-28,2025-03-30,2025-04-03,delivered_delayed,SKU0160,2,4899.4,1768.430249066686,2721.7008564934054,4,1,hub congestion,0.723,0.483
SHP102669,ORD202669,V038,Kolhapur,Jaipur,2025-04-22,2025-04-28,2025-04-28,delivered_on_time,SKU0076,5,2187.28,797.5148347605947,822.4893641413107,0,0,,0.624,0.536
SHP102670,ORD202670,V031,Nashik,Rourkela,2025-12-04,2025-12-11,2025-12-11,delivered_on_time,SKU0176,4,149.58,100.0,200.0,0,0,,0.722,0.398
SHP102671,ORD202671,V019,Vijayawada,Mumbai,2025-06-11,2025-06-16,2025-06-18,delivered_delayed,SKU0266,7,4956.76,1796.501633666478,1667.0437225130374,2,1,monsoon disruption,0.598,0.645
SHP102672,ORD202672,V004,Patna,Aurangabad,2025-04-30,2025-05-09,2025-05-09,delivered_on_time,SKU0420,3,4272.21,1479.7032020918125,920.0741182045424,0,0,,0.651,0.531
SHP102673,ORD202673,V036,Chennai,Jodhpur,2025-02-17,2025-02-21,2025-02-26,delivered_delayed,SKU0177,6,2995.24,917.7152992661964,1177.7654410045218,4,1,route diversion,0.652,0.556
SHP102674,ORD202674,V013,Nagpur,Tiruchirappalli,2025-04-15,2025-04-22,2025-04-23,delivered_delayed,SKU0466,4,4732.46,1338.839431656502,2074.4147125742793,1,1,staffing shortage,0.636,0.615
SHP102675,ORD202675,V013,Kolkata,Varanasi,2025-12-06,2025-12-08,2025-12-07,delivered_early,SKU0097,3,1051.07,247.21381737935178,593.2508343964798,0,0,,0.7,0.477
SHP102676,ORD202676,V043,Gurgaon,Warangal,2025-08-25,2025-09-04,2025-09-04,delivered_on_time,SKU0355,5,3478.27,1220.2321968343886,1762.5813520024496,0,0,,0.659,0.468
SHP102677,ORD202677,V030,Raipur,Warangal,2024-12-10,2024-12-17,2024-12-17,delivered_on_time,SKU0170,4,247.32,100.0,200.0,0,0,,0.748,0.318
SHP102678,ORD202678,V038,Dehradun,Rajkot,2025-03-21,2025-03-31,2025-04-06,delivered_delayed,SKU0316,4,3492.3,1180.748527385444,1391.8835365006737,7,1,hub congestion,0.584,0.629
SHP102679,ORD202679,V027,Rajkot,Lucknow,2025-07-19,2025-07-21,2025-07-25,delivered_delayed,SKU0054,4,1880.04,601.9153407918363,840.3757547950031,5,1,monsoon disruption,0.649,0.516
SHP102680,ORD202680,V003,Faridabad,Bhopal,2025-10-23,2025-10-27,2025-10-27,delivered_on_time,SKU0472,2,1279.55,469.9665235822638,520.7862406341915,0,0,,0.773,0.31
SHP102681,ORD202681,V001,Siliguri,Bhopal,2025-12-04,2025-12-07,2025-12-07,delivered_on_time,SKU0355,2,1255.65,399.5868284282776,474.0111388073022,0,0,,0.725,0.448
SHP102682,ORD202682,V015,Noida,Siliguri,2025-11-26,2025-11-28,2025-11-28,delivered_on_time,SKU0110,2,4565.38,1446.590616591669,2011.6436510020915,0,1,festival rush,0.658,0.518
SHP102683,ORD202683,V016,Gurgaon,Bikaner,2024-12-17,2024-12-23,2024-12-27,delivered_delayed,SKU0394,3,1498.92,554.4907818035907,760.6288104268597,3,1,vendor capacity issue,0.565,0.614
SHP102684,ORD202684,V048,Kochi,Indore,2025-10-05,2025-10-13,2025-10-15,delivered_delayed,SKU0205,2,4144.81,1451.0409268097405,1835.057213830537,2,1,festival rush,0.603,0.567
SHP102685,ORD202685,V001,Vijayawada,Mumbai,2025-07-26,2025-08-01,2025-08-01,delivered_on_time,SKU0038,8,118.07,100.0,200.0,0,1,monsoon disruption,0.763,0.398
SHP102686,ORD202686,V023,Delhi,Dehradun,2025-07-14,2025-07-16,2025-07-16,delivered_on_time,SKU0059,7,1780.75,635.36574636091,1014.1219549530458,0,1,monsoon disruption,0.683,0.537
SHP102687,ORD202687,V010,Agra,Noida,2025-02-11,2025-02-15,2025-02-16,delivered_delayed,SKU0100,2,2313.86,593.631721016467,1041.062438076833,0,1,missing documentation,0.784,0.279
SHP102688,ORD202688,V041,Dhanbad,Shimla,2025-03-29,2025-04-04,2025-04-05,delivered_delayed,SKU0185,2,250.59,100.0,200.0,1,1,vendor capacity issue,0.744,0.379
SHP102689,ORD202689,V002,Nagpur,Indore,2024-12-20,2024-12-23,2024-12-26,delivered_delayed,SKU0146,1,4697.37,1709.6396269467837,2613.3599668764014,2,1,customs delay,0.714,0.402
SHP102690,ORD202690,V015,Vadodara,Durgapur,2025-03-03,2025-03-07,2025-03-07,delivered_on_time,SKU0090,5,4790.63,1353.3490318540455,2522.6737301633243,0,0,,0.626,0.643
SHP102691,ORD202691,V022,Jalandhar,Patna,2025-07-29,2025-08-04,,in_transit,SKU0092,2,2451.33,787.193910623411,1306.230288765474,0,0,,0.708,0.441
SHP102692,ORD202692,V013,Delhi,Nagpur,2025-03-07,2025-03-11,2025-03-11,delivered_on_time,SKU0432,2,4041.57,1339.2468422771399,2273.72207431366,0,1,staffing shortage,0.722,0.435
SHP102693,ORD202693,V017,Pune,Delhi,2025-10-17,2025-10-26,2025-10-27,delivered_delayed,SKU0426,2,993.04,324.3352989942185,541.8663302277881,1,1,festival rush,0.615,0.587
SHP102694,ORD202694,V025,Tiruchirappalli,Ahmedabad,2025-01-30,2025-02-06,2025-02-06,delivered_on_time,SKU0174,1,1549.35,542.3132969601479,779.1260799680414,0,0,,0.696,0.526
SHP102695,ORD202695,V014,Nashik,Gurgaon,2024-12-19,2024-12-22,2024-12-26,delivered_delayed,SKU0123,3,4201.79,1701.311798178189,3000.0,3,1,weather disruption,0.65,0.491
SHP102696,ORD202696,V024,Mangalore,Lucknow,2025-07-04,2025-07-07,2025-07-10,delivered_delayed,SKU0482,6,4055.74,1571.2815627379232,1506.720085687331,4,1,monsoon disruption,0.665,0.567
SHP102697,ORD202697,V034,Rourkela,Amritsar,2024-12-21,2024-12-26,2024-12-28,delivered_delayed,SKU0450,2,1569.43,420.1715248959807,692.6809130621701,1,1,hub congestion,0.685,0.441
SHP102698,ORD202698,V008,Jaipur,Surat,2025-04-07,2025-04-09,2025-04-14,delivered_delayed,SKU0407,2,1747.59,636.8861647179473,1042.845386236792,5,1,missing documentation,0.579,0.531
SHP102699,ORD202699,V013,Nagpur,Jalandhar,2024-12-27,2024-12-31,2024-12-31,delivered_on_time,SKU0194,3,570.16,227.93856440664877,293.20970003012127,0,0,,0.633,0.505
SHP102700,ORD202700,V045,Vijayawada,Meerut,2025-02-20,2025-02-23,2025-02-27,delivered_delayed,SKU0307,4,2372.23,836.6232721850607,1365.9117758972482,3,1,staffing shortage,0.67,0.389
